SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.1175, 43, -0.03800163, -0.11300759, -0.99081904, -0.02256262, 1.96768630, 0.45966434, -53.25928116, 38.40982056, -73.10727692, 4.67368364, -2.20809054, -101.31056976, 0.63394755, -0.01095702, 0.04373221, 0.77206081, -0.00052727, 0.03158738, -0.00511581, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1200, 44, -0.04556406, -0.11195403, -0.99172693, 0.90001446, 2.04678392, -0.01687750, -52.70388794, 38.64366913, -72.61034393, 4.67591953, -2.20298696, -101.31020355, 0.63394904, -0.01100396, 0.04371906, 0.77205980, 0.00712417, 0.03049468, -0.00420815, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1225, 45, -0.04556406, -0.11195403, -0.99172693, 0.90001446, 2.04678392, -0.01687750, -52.70388794, 38.64366913, -72.61034393, 4.67815447, -2.19788361, -101.30982971, 0.63395047, -0.01105089, 0.04370591, 0.77205867, 0.00721317, 0.03045555, -0.00420839, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1250, 46, -0.04790391, -0.10783278, -0.99318582, 1.75035691, 2.05337048, -0.21557409, -52.70388794, 38.64366913, -72.61034393, 4.68253565, -2.19272327, -101.30995178, 0.63394839, -0.01110989, 0.04370694, 0.77205950, 0.00964302, 0.02625787, -0.00274676, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1275, 47, -0.04790391, -0.10783278, -0.99318582, 1.75035691, 2.05337048, -0.21557409, -52.70388794, 38.64366913, -72.61034393, 4.68691540, -2.18756342, -101.31005859, 0.63394624, -0.01116889, 0.04370797, 0.77206022, 0.00973302, 0.02618147, -0.00274390, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1300, 48, -0.05352794, -0.10018238, -0.99879295, 2.24891233, 1.64111650, -0.56014079, -52.70388794, 38.64366913, -72.61034393, 4.69257784, -2.18335962, -101.31112671, 0.63393790, -0.01122817, 0.04372302, 0.77206552, 0.01543035, 0.01843239, 0.00286841, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1325, 49, -0.05352794, -0.10018238, -0.99879295, 2.24891233, 1.64111650, -0.56014079, -52.96696854, 38.64366913, -73.07804871, 4.69824028, -2.17915606, -101.31217957, 0.63392943, -0.01128745, 0.04373806, 0.77207059, 0.01550368, 0.01833375, 0.00287384, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1350, 50, -0.05581437, -0.09846231, -1.00355136, 2.18616915, 1.02273977, -1.61035860, -52.96696854, 38.52674484, -73.07804871, 4.70385027, -2.17627788, -101.31598663, 0.63390279, -0.01133645, 0.04376035, 0.77209061, 0.01784030, 0.01651599, 0.00763834, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1375, 51, -0.05421754, -0.09881047, -1.00439262, 1.90661693, 0.67641044, -2.03407431, -52.96696854, 38.52674484, -73.07804871, 4.70880461, -2.17417502, -101.32091522, 0.63386863, -0.01137616, 0.04378260, 0.77211666, 0.01628014, 0.01677794, 0.00848532, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1400, 52, -0.05654273, -0.09712052, -1.00513327, 1.34219933, 0.53570527, -2.25106621, -52.96696854, 38.52674484, -73.07804871, 4.73092031, -2.19614697, -101.32593536, 0.63383645, -0.01134833, 0.04405342, 0.77212811, 0.01822215, 0.01470480, 0.00927228, 0.00000000, 0.00000000, 0.00000000, 0.00000000
